"Kinoto", 32.95, 240
"Durazno", 155.19, 664
"Frambuesa", 2048.87, 81
"Berenjena", 47.45, 660
"Berenjena", 56.82, 612
"Naranja", 12.40, 910
"TomCherry", 571.50, 236
"Ajo", 910.18, 101
"Brocoli", 357.85, 336
"Rabanito", 198.74, 285
"Papa", 14.78, 990
"Repollo", 7.94, 637
"Durazno", 273.20, 944
"Brocoli", 371.56, 344
"Choclo", 52.09, 345
"Pomelo", 35.97, 819
"Repollo", 5.00, 721
"Champignon", 3557.69, 96
"Lima", 1437.42, 214
"Repollo", 4.05, 567
"Naranja", 15.52, 910
"Banana", 70.90, 1070
"Mandarina", 17.73, 860
"Choclo", 51.12, 267
"Morron", 2973.40, 594
"Choclo", 59.80, 312
"Kinoto", 28.72, 240
"Frambuesa", 2043.74, 96
"Alcachofa", 126.43, 261
"Lima", 1354.76, 188
"Banana", 71.52, 1090
"Cebolla", 58.67, 880
"Pepino", 18.39, 570
"Lima", 1168.18, 162
"Zuccini", 80.20, 672
"Lima", 1364.14, 198
"Papa", 15.29, 1130
"Choclo", 56.85, 288
"Uva", 772.15, 264
"Frutilla", 307.49, 333
"Limon", 281.98, 714
"Mandarina", 20.24, 1140
"Brocoli", 342.60, 480
"Calabaza", 20.02, 816
"Calabaza", 15.77, 872
"Lima", 1373.14, 204
"Pomelo", 54.16, 855
"TomCherry", 513.01, 202
"Uva", 726.51, 267
"Durazno", 155.96, 640
"TomCherry", 568.09, 210
"Naranja", 6.78, 1050
"TomCherry", 539.01, 164
"Batata", 17.61, 970
"Lima", 1032.38, 176
"Mandarina", 26.97, 1090
"Papa", 22.78, 1020
"Manzana", 147.65, 1070
"Mandarina", 24.75, 910
"Champignon", 3654.89, 81
"Frutilla", 324.04, 288
"Palta", 1184.21, 324
"Batata", 28.15, 1180
"Pomelo", 49.16, 1044
"Banana", 68.27, 1120
"Naranja", 12.90, 980
"Mandarina", 11.51, 1120
"Apio", 57.03, 315
"Uva", 730.37, 267
"Lima", 1253.62, 174
"Lechuga", 43.70, 927
"Berenjena", 56.16, 720
"Choclo", 62.85, 324
"Durazno", 152.98, 784
"Ciruela", 939.63, 720
"Tomate", 779.65, 864
"Choclo", 67.72, 357
"Lima", 1225.18, 214
"Palta", 448.46, 425
"Papa", 24.92, 900
"Papa", 14.64, 1170
"Frambuesa", 1977.96, 106
"Pera", 152.77, 940
"Durazno", 150.33, 680
"Manzana", 125.39, 1020
"Calabaza", 17.22, 728
"Berenjena", 50.10, 492
"Apio", 51.56, 270
"Morron", 2914.41, 708
"Kiwi", 412.07, 384
"Melon", 105.26, 384
"Esparrago", 590.22, 230
"Limon", 354.08, 805
"Naranja", 20.39, 960
"Manzana", 145.99, 1130
"Durazno", 283.70, 720
"Palta", 493.32, 490
"Cereza", 1009.08, 234
"Mandarina", 8.67, 960
"Lima", 1352.90, 196
"Kinoto", 22.14, 222
"Morron", 2856.69, 588
"Papa", 19.68, 1200
"Uva", 677.13, 339
"Coliflor", 25.44, 585
"Calabaza", 15.05, 896
"Pomelo", 41.34, 918
"Palta", 456.82, 440
"Mandarina", 19.04, 1040
"Frutilla", 295.93, 243
"Ajo", 904.23, 83
"Lima", 1189.58, 202
"Esparrago", 585.28, 222
"Lima", 1002.40, 186
"Apio", 61.98, 309
"Frutilla", 255.55, 360
"Pepino", 44.78, 555
"Zuccini", 80.29, 606
"Kinoto", 37.23, 216
"Cereza", 1018.02, 236
"Naranja", 16.01, 1010
"Esparrago", 642.58, 206
"Berenjena", 48.52, 642
"Sandia", 52.63, 837
"Mandarina", 11.62, 1050
"Morron", 2932.04, 486
"Frambuesa", 2044.42, 90
"Lechuga", 45.11, 945
"Zanahoria", 32.71, 630
"Durazno", 228.07, 720
"Repollo", 4.23, 686
"Berenjena", 51.25, 660
"Choclo", 52.99, 360
"Ciruela", 924.21, 747
"Pomelo", 44.42, 765
"Mandarina", 25.17, 920
"Naranja", 6.24, 910
"Choclo", 52.64, 330
"Lima", 1075.20, 216
"Champignon", 3564.44, 102
"Cebolla", 59.50, 848
"Batata", 27.33, 1150
"Durazno", 142.32, 952
"Pomelo", 46.95, 792
"Esparrago", 611.03, 168
"Banana", 57.26, 1040
"Esparrago", 671.80, 238
"Uva", 673.76, 297
"Naranja", 21.83, 1200
"Calabaza", 20.04, 896
"Ciruela", 986.26, 720
"Mandarina", 27.57, 1200
"Durazno", 313.10, 752
"Tomate", 732.51, 864
"Durazno", 167.69, 848
"Naranja", 10.39, 1020
"Rabanito", 217.50, 252
"Kiwi", 446.62, 456
"Morron", 2992.19, 510
"Repollo", 1.59, 812
"Mandarina", 21.16, 1180
"Choclo", 52.31, 336
"Tomate", 754.78, 783
"Caqui", 848.01, 98
"Durazno", 214.26, 768
"Palta", 467.82, 475
"Cebolla", 70.64, 840
"Frambuesa", 1980.59, 91
"Apio", 51.58, 309
"Papa", 15.27, 1200
"TomCherry", 571.06, 192
"Durazno", 266.31, 728
"Morron", 2858.25, 570
"Sandia", 67.57, 1008
"Champignon", 3510.80, 81
"Palta", 475.76, 575
"Melon", 99.77, 400
"Apio", 63.32, 258
"Choclo", 62.26, 255
"Lechuga", 38.60, 783
"Zuccini", 88.70, 486
"Pomelo", 46.05, 990
"Lima", 1204.85, 224
"TomCherry", 541.92, 230
"Naranja", 10.96, 880
"Kiwi", 440.41, 476
"Banana", 62.10, 1020
"Morron", 3068.76, 618
"Lima", 1246.42, 202
"Higo", 2497.17, 82
"Lima", 1030.99, 240
"Cebolla", 53.87, 872
"Cereza", 1067.76, 172
"Lima", 1003.49, 232
"Frutilla", 294.46, 252
"Durazno", 166.06, 960
"Apio", 48.99, 351
"Calabaza", 23.59, 720
"Mandarina", 22.92, 950
"Manzana", 142.18, 1160
"Esparrago", 650.60, 196
"Champignon", 3583.31, 90
"Champignon", 3548.44, 117
"Banana", 68.67, 1170
"Choclo", 56.87, 279
"Banana", 53.36, 1000
"Lima", 1312.31, 178
"Ajo", 877.20, 83
"Berenjena", 49.47, 558
"Kinoto", 34.03, 160
"Manzana", 131.79, 940
"Batata", 22.04, 930
"Caqui", 814.62, 82
"Zanahoria", 37.77, 600
"Lima", 1211.66, 192
"Manzana", 123.00, 840
"Lima", 1470.39, 166
"Frambuesa", 2103.23, 99
"Durazno", 287.52, 768
"Caqui", 848.94, 90
"Esparrago", 612.84, 192
"Naranja", 18.77, 1170
"Palta", 500.90, 400
"Batata", 19.38, 980
"Tomate", 807.90, 819
"Uva", 710.62, 324
"Mandarina", 13.46, 1160
"Durazno", 149.92, 664
"Brocoli", 351.85, 464
"Tomate", 784.42, 720
"Caqui", 851.08, 89
"Tomate", 747.96, 720
"Frambuesa", 2052.99, 92
"Mandarina", 24.38, 1120
"Acelga", 13.37, 936
"TomCherry", 513.14, 222
"Pepino", 35.99, 425
"Sandia", 56.24, 873
"Durazno", 287.40, 904
"Frutilla", 298.85, 327
"Cereza", 978.99, 188
"Esparrago", 587.78, 220
"Brocoli", 346.67, 396
"Higo", 2546.42, 120
"Apio", 53.14, 351
"Melon", 98.98, 436
"Zuccini", 82.74, 558
"Champignon", 3735.13, 115
"Manzana", 123.85, 1090
"Lima", 1278.62, 224
"Pepino", 38.62, 420
"Kinoto", 38.03, 234
"Champignon", 3568.21, 110
"Alcachofa", 137.76, 261
"Morron", 3085.23, 672
"Choclo", 54.18, 243
"Durazno", 300.62, 640
"Apio", 45.40, 252
"Zanahoria", 24.54, 690
"Zanahoria", 40.59, 534
"Coliflor", 30.15, 600
"Frambuesa", 2003.19, 100
"Apio", 48.61, 354
"Esparrago", 638.81, 166
"Durazno", 162.05, 920
"Batata", 23.86, 880
"Durazno", 138.43, 648
"Limon", 327.27, 672
"Tomate", 761.00, 1062
"Kiwi", 436.74, 376
"Limon", 330.08, 763
"Pomelo", 57.77, 963
"Palta", 530.41, 430
"Rabanito", 208.67, 261
"Durazno", 290.33, 856
"Alcachofa", 132.92, 333
"Batata", 20.19, 880
"Papa", 22.17, 930
"Berenjena", 58.96, 480
"Tomate", 749.07, 891
"Cebolla", 67.85, 912
"Repollo", 0.93, 609
"Alcachofa", 155.08, 279
"Tomate", 732.41, 1080
"Cereza", 1042.25, 214
"Uva", 711.93, 327
"TomCherry", 525.39, 214
"Berenjena", 45.27, 558
"Batata", 21.40, 1160
"Pomelo", 40.47, 882
"TomCherry", 584.89, 194
"Alcachofa", 150.13, 318
"Durazno", 298.74, 640
"Palta", 485.87, 535
"Sandia", 71.33, 945
"TomCherry", 536.83, 202
"Banana", 63.41, 1180
"Berenjena", 65.94, 708
"Naranja", 14.29, 1140
"Lechuga", 56.32, 900
"Sandia", 63.88, 747
"Berenjena", 51.62, 618
"Palta", 464.74, 570
"Brocoli", 332.94, 420
"Ciruela", 976.18, 1044
"Palta", 510.19, 570
"Papa", 15.00, 1120
"Repollo", 5.91, 805
"Kiwi", 410.92, 452
"Lechuga", 45.23, 945
"Ciruela", 946.13, 990
"Alcachofa", 136.38, 339
"Papa", 14.20, 920
"Palta", 1184.38, 368
"Lima", 1397.68, 178
"Apio", 65.92, 348
"Manzana", 145.27, 980
"Rabanito", 252.09, 249
"Choclo", 42.84, 318
"Berenjena", 56.73, 636
"Naranja", 7.53, 940
"Cebolla", 56.38, 704
"Choclo", 32.45, 333
"Cereza", 1002.33, 208
"Lima", 1015.95, 216
"Durazno", 148.55, 816
"Batata", 11.80, 830
"Limon", 341.09, 693
"Palta", 1094.13, 384
"Mandarina", 16.23, 1110
"Zanahoria", 36.34, 654
"Uva", 714.32, 351
"Naranja", 11.71, 900
"Brocoli", 356.96, 416
"Pepino", 36.96, 485
"Kinoto", 34.89, 196
"Mandarina", 12.19, 830
"Lechuga", 41.07, 837
"Caqui", 836.35, 94
"Limon", 346.03, 721
"Frambuesa", 2043.68, 89
"Brocoli", 349.21, 448
"Batata", 24.01, 880
"Melon", 111.77, 408
"Durazno", 264.04, 680
"Lima", 1136.63, 204
"Lechuga", 45.28, 738
"Alcachofa", 114.57, 279
"Naranja", 18.39, 880
"Champignon", 3619.63, 81
"Cereza", 1038.13, 230
"Apio", 63.55, 279
"Durazno", 140.56, 784
"Higo", 2477.98, 100
"Naranja", 11.80, 1080
"Mandarina", 19.42, 920
"TomCherry", 544.06, 160
"Frutilla", 290.74, 279
"Apio", 51.76, 288
"Calabaza", 12.78, 696
"Palta", 467.98, 435
"Ciruela", 972.87, 1044
"Banana", 58.43, 970
"Lima", 1241.68, 174
"Frutilla", 287.92, 342
"Higo", 2502.52, 98
"Zanahoria", 27.69, 708
"Kinoto", 39.08, 206
"Frambuesa", 1991.44, 96
"Limon", 322.24, 707
"Repollo", 6.24, 609
"Batata", 23.17, 1180
"Lima", 1326.37, 220
"Naranja", 12.91, 1140
"Papa", 15.81, 870
"Lima", 1030.65, 184
"Sandia", 60.48, 1008
"Zanahoria", 32.84, 696
"Melon", 101.38, 392
"TomCherry", 572.66, 174
"Esparrago", 641.13, 172
"Naranja", 17.81, 860
"Mandarina", 17.16, 910
"Sandia", 58.46, 981
"Repollo", 4.43, 784
"Coliflor", 35.72, 495
"Frambuesa", 2040.55, 81
"Cebolla", 68.26, 744
"Coliflor", 25.05, 445
"Durazno", 139.14, 832
"Pomelo", 61.73, 936
"Melon", 120.11, 348
"Alcachofa", 140.43, 360
"Frambuesa", 2076.82, 105
"Zuccini", 79.06, 690
"Lima", 1233.16, 240
"Zanahoria", 34.89, 672
"Caqui", 799.88, 88
"Rabanito", 241.73, 306
"Banana", 54.63, 1170
"Calabaza", 24.93, 664
"Choclo", 69.07, 345
"Durazno", 132.64, 704
"Brocoli", 333.58, 440
"Banana", 63.72, 820
"Choclo", 56.51, 276
"Coliflor", 32.39, 495
"TomCherry", 552.43, 180
"Morron", 2954.85, 636
"Naranja", 17.41, 880
"Limon", 337.66, 742
"Rabanito", 234.92, 315
"Melon", 100.48, 392
"Durazno", 168.77, 888
"Lima", 1293.53, 210
"Berenjena", 57.83, 612
"Naranja", 10.99, 840
"Rabanito", 235.85, 300
"Brocoli", 323.66, 360
"Durazno", 247.04, 720
"Morron", 2865.24, 480
"Lima", 1371.65, 218
"Papa", 21.94, 1050
"Batata", 17.22, 1030
"Higo", 2471.78, 87
"Repollo", 4.79, 658
"Zanahoria", 28.65, 546
"Acelga", 14.39, 792
"Berenjena", 59.18, 618
"Ciruela", 1016.54, 756
"Melon", 129.31, 384
"Frutilla", 285.58, 249
"Kinoto", 38.66, 220
"Naranja", 8.60, 1090
"Ciruela", 960.17, 1071
"Choclo", 68.05, 333
"Champignon", 3550.17, 95
"Ajo", 851.20, 118
"Esparrago", 653.39, 234
"Uva", 685.21, 270
"Sandia", 55.53, 999
"Pomelo", 47.17, 918
"Frutilla", 292.43, 258
"Melon", 88.87, 336
"Acelga", 27.19, 729
"Mandarina", 25.86, 1100
"Mandarina", 9.04, 1040
"Repollo", 8.17, 630
"Frutilla", 278.56, 258
"Caqui", 801.13, 91
"Pera", 125.11, 900
"Uva", 690.75, 318
"Champignon", 3475.43, 80
"Lechuga", 47.04, 828
"Morron", 2973.41, 630
"Pomelo", 55.83, 864
"Calabaza", 23.85, 752
"Lima", 1226.40, 212
"Alcachofa", 129.96, 318
"Zuccini", 85.20, 588
"Zuccini", 73.35, 684
"Caqui", 799.30, 110
"Calabaza", 22.16, 680
"Ciruela", 923.64, 792
"Ajo", 889.36, 101
"Pomelo", 37.56, 783
"Acelga", 25.80, 756
"Banana", 66.65, 930
"Durazno", 165.41, 760
"Champignon", 3626.17, 96
"Palta", 1123.16, 420
"Acelga", 24.58, 873
"Lima", 1250.99, 228
"Brocoli", 335.16, 400
"Pera", 130.79, 810
"Palta", 1215.24, 468
"Tomate", 737.66, 936
"Brocoli", 366.44, 344
"Choclo", 52.22, 300
"Mandarina", 19.81, 810
"Pera", 144.00, 800
"Palta", 1143.35, 396
"Manzana", 131.78, 860
"Frutilla", 293.44, 360
"Durazno", 150.40, 960
"Morron", 2923.92, 510
"Apio", 59.57, 357
"Rabanito", 234.58, 354
"Choclo", 50.29, 270
"Esparrago", 641.57, 166
"Choclo", 50.14, 348
"Ciruela", 1041.26, 729
"Frambuesa", 1964.44, 94
"Uva", 738.26, 285
"Naranja", 9.43, 910
"Cereza", 1002.26, 216
"Apio", 60.86, 240
"Rabanito", 219.88, 339
"Zanahoria", 30.34, 576
"Durazno", 139.54, 688
"Durazno", 162.81, 952
"Pera", 171.11, 870
"Ajo", 868.71, 107
"Zanahoria", 35.28, 708
"Esparrago", 578.33, 178
"Choclo", 62.16, 330
"Durazno", 139.19, 864
"Cebolla", 61.96, 736
"Papa", 17.82, 990
"Kinoto", 32.26, 208
"Lima", 1188.78, 230
"Uva", 705.98, 309
"Cereza", 1067.63, 210
"Palta", 1177.22, 328
"Manzana", 136.61, 1170
"TomCherry", 527.14, 220
"Kinoto", 35.94, 186
"Rabanito", 229.07, 315
"Banana", 62.16, 930
"Zuccini", 93.89, 714
"Palta", 1154.16, 336
"Zuccini", 64.74, 498
"Rabanito", 215.34, 300
"Cebolla", 73.20, 864
"Mandarina", 29.40, 1070
"Limon", 312.11, 651
"Lima", 1217.50, 178
"Tomate", 733.93, 855
"Banana", 58.57, 930
"Alcachofa", 139.94, 261
"Rabanito", 210.07, 282
"Manzana", 148.42, 820
"TomCherry", 552.74, 170
"Tomate", 729.39, 729
"Champignon", 3698.66, 104
"Mandarina", 28.95, 820
"Zanahoria", 27.34, 666
"Mandarina", 11.85, 810
"Berenjena", 60.46, 564
"Caqui", 801.24, 86
"Caqui", 836.93, 93
"Tomate", 742.33, 1071
"Durazno", 126.82, 784
"Banana", 52.85, 1050
"Batata", 11.57, 1130
"Mandarina", 11.24, 810
"Manzana", 140.97, 860
"Alcachofa", 137.65, 258
"Frutilla", 301.46, 246
"Sandia", 70.30, 747
"Champignon", 3499.01, 88
"Frutilla", 285.05, 348
"Rabanito", 252.67, 327
"Morron", 2847.48, 696
"Banana", 61.73, 1090
"Mandarina", 16.81, 800
"Zanahoria", 39.37, 594
"Palta", 1164.93, 392
"Palta", 1138.72, 320
"Batata", 15.05, 1030
"Kinoto", 37.79, 190
"Berenjena", 53.12, 678
"Ajo", 886.42, 106
"Pera", 156.37, 930
"Morron", 2969.02, 714
"Mandarina", 19.32, 990
"Durazno", 146.70, 880
"Frutilla", 277.92, 330
"Repollo", 8.67, 798
"Morron", 3021.76, 720
"Kinoto", 28.22, 164
"Tomate", 747.35, 1053
"Berenjena", 50.49, 666
"Melon", 110.40, 412
"Zuccini", 64.25, 618
"Coliflor", 31.98, 430
"Rabanito", 217.69, 336
"Mandarina", 22.95, 800
"Morron", 2941.51, 510
"Lima", 1346.22, 160
"TomCherry", 553.30, 190
"Melon", 100.27, 424
"Naranja", 9.09, 1100
"Naranja", 19.15, 1060
"Frambuesa", 2039.67, 101
"Champignon", 3644.85, 91
"Caqui", 877.21, 101
"Kinoto", 36.56, 218
"Kinoto", 30.98, 228
"Coliflor", 36.54, 465
"Durazno", 265.01, 728
"Mandarina", 20.16, 1140
"Uva", 678.69, 243
"Rabanito", 231.30, 342
"Palta", 532.17, 400
"Papa", 21.15, 1090
"Durazno", 285.46, 776
"Higo", 2560.28, 82
"Tomate", 742.57, 1044
"Lechuga", 33.80, 828
"Pera", 164.02, 1080
"Palta", 440.51, 515
"Pera", 142.86, 1140
"Ajo", 905.52, 87
"Brocoli", 375.66, 348
"Berenjena", 58.29, 480
"Zuccini", 86.95, 480
"Batata", 18.17, 1080
"Durazno", 318.61, 776
"Frambuesa", 2074.21, 99
"Brocoli", 369.01, 344
"Frutilla", 286.34, 330
"Acelga", 24.84, 999
"Apio", 66.10, 339
"Repollo", 4.81, 609
"Mandarina", 18.89, 900
"Mandarina", 19.75, 960
"Naranja", 9.72, 1070
"Lima", 1337.85, 198
"Mandarina", 15.64, 1110
"Choclo", 56.01, 303
"Zuccini", 90.76, 618
"Frutilla", 291.26, 333
"Palta", 512.00, 465
"Acelga", 31.65, 1044
"Mandarina", 15.73, 850
"Ajo", 891.15, 109
"Mandarina", 21.37, 1130
"Sandia", 62.14, 801
"Rabanito", 210.56, 333
"Lechuga", 34.51, 990
"Kinoto", 30.26, 224
"Cereza", 1088.01, 194
"Acelga", 19.17, 927
"Pera", 153.72, 850
"Alcachofa", 143.60, 348
"Rabanito", 230.24, 255
"Zuccini", 81.76, 672
"Naranja", 6.79, 920
"Repollo", 4.95, 616
"Uva", 724.51, 279
"Durazno", 268.81, 904
"Naranja", 9.58, 1190
"Mandarina", 19.22, 1020
"Melon", 100.85, 384
"Mandarina", 17.12, 810
"Uva", 713.37, 300
"Cereza", 970.97, 240
"Higo", 2561.92, 117
"Lima", 1291.54, 186
"Naranja", 17.77, 1170
"Kiwi", 437.19, 332
"Choclo", 44.36, 342
"Choclo", 61.71, 285
"Melon", 107.99, 392
"Sandia", 54.62, 810
"Ajo", 918.34, 111
"Champignon", 3569.71, 109
"Lechuga", 32.06, 972
"Palta", 499.13, 600
"Palta", 488.74, 460
"Frutilla", 279.91, 357
"Pepino", 46.77, 410
"Durazno", 144.60, 664
"Lechuga", 33.42, 1080
"Palta", 501.70, 530
"Choclo", 54.54, 258
"Rabanito", 245.41, 309
"Ciruela", 950.50, 1017
"Alcachofa", 148.44, 246
"Champignon", 3518.45, 104
"Zanahoria", 35.71, 552
"Melon", 106.00, 464
"Repollo", 6.47, 581
"Ajo", 933.70, 80
"Limon", 332.20, 721
"Uva", 755.94, 297
"Melon", 118.42, 420
"Coliflor", 23.49, 495
"Lima", 1130.06, 182
"Choclo", 45.26, 264
"Naranja", 16.00, 880
"Higo", 2504.11, 113
"Acelga", 21.03, 1044
"Berenjena", 61.25, 690
"Banana", 63.96, 870
"Higo", 2574.79, 116
"Higo", 2454.75, 110
"Brocoli", 388.68, 348
"Durazno", 286.10, 952
"Frambuesa", 2050.41, 111
"Papa", 9.10, 1180
"Calabaza", 20.55, 856
"Berenjena", 59.58, 570
"Papa", 12.96, 1070
"Apio", 47.50, 273
"Durazno", 282.35, 784
"Pera", 167.82, 930
"Papa", 14.04, 1090
"Cebolla", 57.61, 952
"Limon", 338.92, 826
"Lima", 1289.02, 190
"Berenjena", 60.64, 480
"Sandia", 56.07, 756
"Naranja", 12.84, 940
"Acelga", 20.76, 864
"Zanahoria", 36.79, 498
"Mandarina", 15.40, 1040
"Sandia", 56.18, 792
"Repollo", 6.28, 721
"Frambuesa", 2038.82, 104
"Zuccini", 83.52, 660
"Papa", 14.05, 950
"Lima", 1015.35, 176
"Lima", 1189.40, 234
"Cebolla", 62.60, 680
"Durazno", 170.68, 744
"Ajo", 865.96, 116
"Lima", 1040.92, 200
"Frambuesa", 2094.08, 119
"Kiwi", 402.04, 368
"Sandia", 54.19, 1080
"Esparrago", 611.91, 168
"Pera", 136.10, 1110
"Sandia", 47.56, 864
"Pepino", 34.73, 500
"Lima", 1039.25, 174
"Rabanito", 229.78, 240
"Zuccini", 87.54, 720
"Banana", 74.72, 860
"Brocoli", 353.99, 420
"Melon", 105.09, 452
"Calabaza", 24.60, 712
"Brocoli", 364.84, 404
"Morron", 2986.74, 702
"TomCherry", 539.09, 200
"Cebolla", 74.54, 640
"Limon", 321.82, 791
"Alcachofa", 129.01, 285
"Choclo", 63.67, 327
"Papa", 15.11, 950
"Ajo", 895.15, 114
"Batata", 22.90, 980
"Durazno", 146.89, 888
"Calabaza", 22.87, 712
"Pera", 143.44, 800
"Uva", 748.34, 351
"Cereza", 1004.83, 200
"Apio", 64.16, 327
"Rabanito", 259.53, 300
"Durazno", 261.94, 648
"Palta", 1116.14, 448
"Zuccini", 68.79, 594
"Naranja", 23.96, 930
"Alcachofa", 139.97, 303
"Durazno", 166.54, 760
"Durazno", 168.98, 840
"Acelga", 17.53, 936
"Apio", 60.42, 309
"Zuccini", 83.20, 528
"Coliflor", 29.28, 420
"Pera", 141.03, 820
"Acelga", 20.89, 1035
"Manzana", 140.39, 940
"Limon", 333.70, 749
"Naranja", 9.64, 1150
"Pepino", 40.60, 550
"Sandia", 54.51, 792
"Frambuesa", 2084.76, 96
"Acelga", 21.08, 837
"Lima", 1380.13, 170
"Champignon", 3551.23, 117
"Apio", 55.70, 240
"Pera", 155.21, 820
"Repollo", 9.07, 630
"Ajo", 904.77, 115
"Ajo", 899.45, 102
"Cebolla", 82.82, 800
"Repollo", 3.07, 714
"Tomate", 713.92, 1008
"Sandia", 62.56, 972
"Pepino", 36.01, 430
"Alcachofa", 122.22, 336
"Zuccini", 74.91, 648
"Choclo", 51.22, 294
"Frutilla", 309.92, 348
"Batata", 17.93, 1050
"Esparrago", 612.79, 176
"Calabaza", 21.46, 712
"Higo", 2461.24, 89
"TomCherry", 555.86, 228
"Palta", 462.64, 485
"Zuccini", 79.99, 606
"Coliflor", 26.03, 550
"Kiwi", 426.32, 472
"Pepino", 38.79, 595
"Naranja", 13.12, 1040
"Batata", 29.09, 1130
"Tomate", 750.52, 1026
"Alcachofa", 135.04, 330
"Durazno", 168.96, 784
"Champignon", 3472.71, 81
"Higo", 2423.31, 94
"Melon", 106.63, 412
"Mandarina", 23.94, 1190
"Caqui", 807.80, 97
"Melon", 103.84, 472
"Durazno", 150.60, 824
"Pera", 136.44, 1000
"Cebolla", 53.51, 904
"Tomate", 696.35, 918
"Palta", 484.03, 435
"Morron", 2884.69, 528
"Lima", 1312.89, 202
"Acelga", 24.41, 891
"Champignon", 3682.85, 105
"Brocoli", 340.04, 324
"Kinoto", 43.82, 196
"Champignon", 3586.73, 104
"Manzana", 140.02, 890
"Lima", 1069.02, 192
"Kinoto", 42.82, 166
"Champignon", 3631.09, 112
"Calabaza", 14.19, 720
"Manzana", 142.54, 1150
"Alcachofa", 146.78, 291
"Frambuesa", 2107.99, 93
"Palta", 466.59, 555
"Papa", 13.31, 1000
"Banana", 63.94, 1190
"Durazno", 242.12, 808
"Apio", 63.28, 357
"Caqui", 787.57, 81
"Pomelo", 51.93, 1008
"Cebolla", 59.91, 760
"Mandarina", 9.68, 870
"Lima", 1430.48, 204
"Frutilla", 282.51, 261
"Limon", 336.42, 763
"Manzana", 139.54, 910
"Lima", 1040.31, 236
"Naranja", 12.61, 1140
"Brocoli", 353.52, 428
"Limon", 308.39, 567
"Sandia", 60.17, 981
"Alcachofa", 114.99, 300
"Sandia", 62.11, 981
"Durazno", 157.45, 648
"Zanahoria", 29.19, 624
"Frutilla", 309.86, 276
"Durazno", 152.53, 816
"Alcachofa", 136.43, 267
"Lechuga", 35.92, 1053
"Frambuesa", 2098.07, 81
"Acelga", 22.50, 792
